trial_count,FB,TS,correct_action,response,rt,stim,correct,con_ts,con_stim,curr_ts,switch
498,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.4888169765472412,1,True,True,True,0,True
499,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.42952704429626465,0,True,True,True,0,False
500,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.3908259868621826,0,True,True,True,0,False
501,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.3695380687713623,1,True,True,True,0,False
502,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.547569990158081,1,True,True,True,0,False
503,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.45471787452697754,1,True,True,True,0,False
504,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.3677229881286621,0,True,True,True,0,False
505,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.44722795486450195,0,True,True,True,0,False
506,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.3676788806915283,1,True,True,True,0,False
507,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.4125499725341797,1,True,True,True,0,False
508,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.37755393981933594,1,True,True,True,0,False
509,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.5095431804656982,0,True,True,True,0,False
510,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.3943288326263428,1,True,True,True,0,False
511,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.3815648555755615,0,True,True,True,0,False
512,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,l,0.4736940860748291,0,False,False,True,1,True
513,0,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,j,0.45545387268066406,1,False,False,True,0,True
514,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.6040010452270508,1,True,True,True,1,True
515,0,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.4291410446166992,1,True,True,True,1,False
516,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.33185291290283203,0,True,True,True,1,False
517,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.40186309814453125,1,True,True,True,1,False
518,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.3493828773498535,0,True,True,True,1,False
519,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.38573312759399414,0,True,True,True,1,False
520,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.38246703147888184,0,True,True,True,1,False
521,0,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.3883659839630127,1,True,True,True,1,False
522,0,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.42314696311950684,0,True,True,True,1,False
